feature,mean_importance,std_importance
answer_n_chunks,0.12856150836449565,0.05048124074630943
answer_max,0.0761665529341957,0.04220770822168119
answer_std,0.0628125789771985,0.046796804653013745
answer_curvature_abs_mean,0.05341568600531723,0.030922028694227784
answer_max_rise,0.05279646219580362,0.033078829735970657
answer_max_drop,0.05215229675321168,0.04143134086267336
answer_total_variation,0.05067781507770793,0.03657302029159431
answer_range,0.04522825267231771,0.016903757963593773
answer_start,0.042635781046756846,0.02202893070657007
answer_time_positive,0.03845959845538277,0.02630330443453221
answer_time_negative,0.0384595984553822,0.02630330443453186
answer_max_rise_pos,0.038138974744286944,0.028404208883089484
answer_end_minus_start,0.030896734118519387,0.01862001011702183
answer_fall_from_peak,0.029955892411686134,0.009154330453629048
answer_monotonicity,0.029703320503179493,0.02869430151716599
answer_min,0.028505510928210954,0.016866568299029407
answer_positive_mass,0.02766203837518848,0.044444550617486575
answer_negative_mass,0.027566245869005364,0.027109184173605198
answer_peak_pos,0.02596134941331993,0.010248848957132526
answer_trough_pos,0.02541868077622277,0.015089638357041012
answer_direction_changes,0.02461164164429377,0.020070605880746294
answer_zero_crossings,0.01708079359177624,0.010715716533637839
answer_mid_mean,0.01556596084581185,0.009856359052359716
answer_max_drop_pos,0.015421000628393938,0.006918355310083512
answer_early_mean,0.013813275766724049,0.007890341784252472
answer_end,0.012567572561363283,0.004704289628763543
answer_late_minus_early,0.009691138227787985,0.005681188656893211
answer_late_mean,0.009371527736987462,0.006651936339123743
answer_rebound_from_trough,0.008061172699748213,0.0043554191884464894
