feature,mean_importance,std_importance
reasoning_direction_changes,0.11366337392388955,0.05030846388985132
answer_range_minus_reasoning_range,0.09927386771300035,0.038009888187017005
answer_direction_changes,0.08819947628852084,0.021241497840181364
answer_max_rise,0.08043673865487122,0.04403665914795871
reasoning_zero_crossings,0.07863279286246984,0.03644879387221995
answer_curvature_abs_mean,0.07297256531252738,0.03285787805912491
reasoning_min,0.07002251147604162,0.0439102700967904
reasoning_negative_mass,0.06075833131789109,0.0323604115002844
reasoning_trough_pos,0.05954966135152993,0.024027942891650167
answer_peak_pos,0.04719490491019727,0.027728302487435706
reasoning_curvature_abs_mean,0.04700231675770012,0.028700360721339083
reasoning_max,0.043697923004071146,0.02687655638910271
answer_max_drop,0.04354402035470468,0.016057154345897946
answer_mid_mean,0.04198130156900998,0.01138649885147174
answer_max_drop_pos,0.03873964688353805,0.03059226727317677
reasoning_mid_mean,0.03750257407266615,0.020382972642676227
answer_monotonicity,0.03600713355861522,0.019280888503864932
answer_max,0.03534699226414094,0.02423484242071929
reasoning_monotonicity,0.03377425711723374,0.02616615409979071
reasoning_max_drop,0.03350315510575276,0.04227996781374455
answer_trough_pos,0.030581680783323812,0.02792042198437398
reasoning_late_mean,0.030299392881475883,0.01339257434826661
reasoning_std,0.028784714947921248,0.020279590639361772
reasoning_peak_pos,0.028459780388962935,0.011042721613747608
reasoning_total_variation,0.02746073125009483,0.01153568014761646
answer_total_variation,0.026474106177107142,0.019347353730088494
reasoning_max_drop_pos,0.026091233119731765,0.0051836235427504575
answer_positive_mass,0.024341134193311957,0.01579462315277031
answer_minus_reasoning_mean,0.024237221736812847,0.024018806572489483
answer_end_minus_reasoning_end,0.023882224284929057,0.01971298813629457
answer_start_minus_reasoning_end,0.02354005696126122,0.01374976083519906
answer_late_mean,0.023275273246070774,0.02268051893702647
reasoning_time_positive,0.022634536839647768,0.011989388245315868
reasoning_time_negative,0.022634536839647754,0.011989388245315865
answer_std,0.0225661848791835,0.006733347259765762
answer_negative_mass,0.021650275489225122,0.018532601573681952
reasoning_max_rise_pos,0.021436023908472795,0.019446069811330676
reasoning_n_chunks,0.02036238321108503,0.01817440692428008
answer_rebound_from_trough,0.020288781370082276,0.014601778099912848
reasoning_max_rise,0.02015967502366339,0.011973470724368758
reasoning_positive_mass,0.019680482703542484,0.016040715432009287
reasoning_start,0.019179185879270203,0.004025946605659081
reasoning_rebound_from_trough,0.01852727272771597,0.01595680600290542
reasoning_range,0.01778746307697427,0.0167253028139741
answer_n_chunks,0.017746044254697314,0.01102031728655499
answer_range,0.017599154654095218,0.016891703455036752
answer_max_rise_pos,0.017578534457674502,0.015117343214835438
reasoning_end,0.0169961809666026,0.007576667898214227
total_n_chunks,0.016759413377805087,0.014497689429283554
reasoning_fall_from_peak,0.016198067915578644,0.01337964679381198
answer_end,0.01618383168139487,0.008077531591749183
reasoning_late_minus_early,0.015123570655162294,0.006628131847696788
answer_early_mean,0.014728259929621595,0.010428399646648418
answer_late_minus_early,0.014607925580464972,0.013482784435360771
answer_min,0.014168106672058978,0.00957906195764275
reasoning_early_mean,0.013821232313553677,0.008462936868319202
answer_end_minus_start,0.013728571332448317,0.004105024286977279
answer_zero_crossings,0.013271585229976318,0.007714562343849144
answer_time_negative,0.012744453578233023,0.005171778438729949
answer_time_positive,0.012744453578232964,0.0051717784387300455
answer_fall_from_peak,0.011869093773125065,0.006203077558172527
answer_start,0.011212384371728699,0.009348880603050445
reasoning_end_minus_start,0.00570701909547614,0.004011480503362108
