feature,mean_importance,std_importance
reasoning_monotonicity,0.9422989759531999,0.20749808963034522
reasoning_curvature_abs_mean,0.8093752517666928,0.4271623014892391
reasoning_positive_mass,0.6896078113635078,0.5093044666988706
reasoning_zero_crossings,0.6792621571340982,0.361141081054752
reasoning_max,0.6773483250115735,0.2305414482004441
answer_positive_mass,0.6411931442739153,0.34776077226824387
answer_zero_crossings,0.621818215960616,0.4767025246673478
answer_start,0.6073668711384671,0.17773411711739928
reasoning_std,0.5962563227966939,0.39769390692792944
answer_trough_pos,0.5933496701075058,0.2091441811765001
answer_n_chunks,0.5879024176201684,0.2897233739292042
answer_monotonicity,0.5683143752339248,0.2412813887796794
answer_max_drop,0.537651153281003,0.3220744734510224
answer_max_drop_pos,0.5326142735505829,0.18824542970409675
reasoning_trough_pos,0.521543177785931,0.2532537147760652
answer_max_rise,0.5189368557748772,0.13914861117919464
reasoning_max_rise,0.5127666999273861,0.4479816999282389
reasoning_peak_pos,0.5023041997884279,0.2969821310760033
answer_max_rise_pos,0.474993848723245,0.3743870961335168
answer_total_variation,0.46705153612231864,0.3051414380540154
answer_mid_mean,0.4547186753763426,0.2957987603044172
answer_end_minus_start,0.44923911862841504,0.13853084189954057
answer_std,0.43517978362567683,0.1796302468652797
answer_direction_changes,0.39840696717774376,0.10935019143440128
reasoning_max_drop_pos,0.394298769181127,0.3017521627301937
answer_early_mean,0.38800775330491594,0.1906553797440584
answer_peak_pos,0.36220610593785924,0.21602360202112275
reasoning_late_mean,0.35977342550504277,0.13234980914336403
reasoning_max_drop,0.3504283927430918,0.07530412993568586
reasoning_range,0.33541574911314925,0.2155503071161755
reasoning_mid_mean,0.33449872504475586,0.25656116055275463
reasoning_late_minus_early,0.3261364623628637,0.09444913445342942
answer_max,0.31444604954900723,0.24051269037074893
answer_min,0.2951370956798991,0.16481231521530132
reasoning_total_variation,0.2917037939316956,0.29351455043677344
answer_curvature_abs_mean,0.2906693580237778,0.21323236491722725
answer_negative_mass,0.2840299705444687,0.2741695356647374
reasoning_time_positive,0.27875034837961593,0.15576480620102612
reasoning_time_negative,0.27875034837961526,0.15576480620102526
answer_fall_from_peak,0.23190711804592284,0.10422330342703663
reasoning_n_chunks,0.22372743228997685,0.20082408464002208
reasoning_negative_mass,0.22154822538190416,0.22407380922620485
answer_end_minus_reasoning_end,0.22120613431642613,0.1450221541177144
answer_range,0.21796146066244684,0.1144292442402815
answer_time_positive,0.2122935607431451,0.14666386780435658
answer_time_negative,0.21229356074314487,0.14666386780435633
total_n_chunks,0.20904447826682038,0.18916025008118267
answer_start_minus_reasoning_end,0.20538790651875977,0.14101056395899872
reasoning_early_mean,0.20502560404243017,0.2002116737921605
answer_minus_reasoning_mean,0.18779695442586222,0.2226919507074194
answer_late_minus_early,0.17496874422686298,0.06421009039540197
reasoning_min,0.16333018124950754,0.07079577774421802
reasoning_direction_changes,0.16040385343396873,0.0639925981690521
answer_late_mean,0.1507029700924108,0.08802254617977778
reasoning_end,0.1475896778566788,0.08428781540054973
reasoning_max_rise_pos,0.13940833094673644,0.0932527327067664
reasoning_rebound_from_trough,0.13420613497482434,0.045160166901833644
answer_end,0.1283142022476393,0.10271765371584958
reasoning_end_minus_start,0.11821388314731593,0.08589086665686602
answer_range_minus_reasoning_range,0.11711963170247512,0.08804700539605122
reasoning_fall_from_peak,0.11424750920594043,0.10371312431338753
reasoning_start,0.10213817741353766,0.09221828349629775
answer_rebound_from_trough,0.059189424443887195,0.05286059576839727
