feature,mean_importance,std_importance
answer_n_chunks,228.79274259504473,255.07865520514
answer_total_variation,143.0428393979716,183.05071287338
reasoning_trough_pos,81.28154625864208,44.00956570111222
answer_direction_changes,76.55175440248082,171.06450600313264
reasoning_traj_t01,67.1972269975091,40.2791625279729
reasoning_monotonicity,64.63627713721993,29.18803196059047
answer_minus_reasoning_mean,52.21885544965134,39.25609101307846
answer_max_drop,48.256870138688605,79.77105705449836
reasoning_n_chunks,46.556710037230744,42.946272951448506
answer_end_minus_start,41.79450602649383,33.347761789491386
reasoning_traj_t17,41.7186837765337,55.634539430188816
reasoning_traj_t11,40.57338269477701,23.08710033116533
answer_start_minus_reasoning_end,37.15660489436526,27.219475188938333
answer_curvature_abs_mean,36.262713969837655,59.41635575438594
reasoning_negative_mass,33.14770737913683,13.79960931561142
answer_monotonicity,32.3771321720055,62.30205499182213
answer_min,25.034787018409556,21.39472588676291
answer_range_minus_reasoning_range,24.022290071071154,36.88855941108386
reasoning_traj_t09,22.208127484980285,26.37908299382765
answer_max_rise_pos,20.90218247773978,25.54541107767885
reasoning_start,20.081027064959805,35.19935500402653
reasoning_max_drop,19.861266615895072,19.080900967466555
reasoning_traj_t06,18.49352596472051,12.239900186652738
reasoning_max_drop_pos,17.856326243822764,21.990004962182198
answer_end_minus_reasoning_end,17.41049474279992,21.085726948746313
reasoning_traj_t05,16.996463543056592,26.628983336148575
answer_max_rise,16.763897244853947,22.88638264739368
reasoning_traj_t13,16.426110905818163,10.836489058915246
reasoning_max_rise,15.848728202630863,20.082195190470653
reasoning_min,15.65085209806466,20.611758265458263
reasoning_traj_t12,15.13518771915371,14.807424729510139
answer_late_mean,14.471188377642147,23.680528041582868
reasoning_traj_t08,14.3423276709082,15.793837638789109
answer_traj_t10,14.005958143163621,11.548019260852113
reasoning_max,13.786324737987997,14.304976104927787
reasoning_traj_t10,13.354294388679667,11.683027352709884
answer_traj_t07,12.8436517737966,8.340743560921736
reasoning_fall_from_peak,12.82421970035836,13.014767582179461
reasoning_rebound_from_trough,12.290503449137175,19.262700305040855
answer_early_mean,11.625426614214309,16.115459868060544
reasoning_traj_t07,11.578212851772637,10.293298865242672
reasoning_traj_t14,11.295076715015046,20.232532800514807
answer_std,11.020997666289494,13.308716085398682
answer_traj_t11,11.001996668300654,14.616816956973391
reasoning_mid_mean,10.728569513457016,5.702775720820578
answer_positive_mass,9.79908539865188,12.702103227267955
reasoning_traj_t15,9.610018819974432,6.360480040551488
reasoning_traj_t02,9.580793273680463,12.442761860437447
answer_traj_t05,9.552166091900201,12.299836240024964
reasoning_early_mean,8.0298471391399,8.689878155899304
reasoning_positive_mass,7.338678157811524,5.172733233900739
answer_fall_from_peak,7.035044445024681,9.886414900336975
reasoning_zero_crossings,6.965518696692767,6.677848800768137
reasoning_peak_pos,6.8370140231134995,4.843410438058708
total_n_chunks,6.35080045787062,8.028564829920356
answer_late_minus_early,6.328009513982671,6.483141140297268
answer_traj_t06,6.323856684759487,7.336603999170654
answer_traj_t12,6.222790889602538,9.623927937051715
reasoning_traj_t03,6.177221137360503,6.416993987348449
answer_max_drop_pos,5.444421635656932,4.709360590751662
reasoning_late_minus_early,5.424715722707579,7.395860146610401
answer_start,5.1456438241115166,7.302940069652344
reasoning_end_minus_start,4.9706650958793235,3.858542271731264
reasoning_late_mean,4.936289233647322,7.494754157090888
answer_range,4.922462155202787,7.037892946394835
answer_traj_t09,4.81712998898727,3.4784885547355824
answer_traj_t03,4.523878507406191,8.992122689658006
reasoning_traj_t04,4.457107714151267,2.4083820287120914
answer_traj_t18,4.43762584477185,9.680921333575272
reasoning_traj_t16,4.262119042255381,6.768679619965618
answer_traj_t01,4.2365219968399925,5.232955780525878
reasoning_end,4.142934997724886,4.756826417347602
reasoning_traj_t18,3.90334566764687,2.5161186972929106
reasoning_total_variation,3.8252958075749532,2.3338805773362075
reasoning_time_positive,3.7490599583252333,1.9362799146859628
reasoning_range,2.744703608487206,1.6681672098929599
answer_rebound_from_trough,2.596565203755701,4.866378415980934
reasoning_curvature_abs_mean,2.4111511496126847,3.028084351377674
reasoning_std,2.3218743407657616,1.726168506284157
answer_traj_t08,2.2444456569413918,2.615336479635772
reasoning_max_rise_pos,2.1489355619003425,1.7277689980286364
answer_negative_mass,1.9197653048561514,2.0308379240011876
answer_time_positive,1.6298618881963194,3.6346235843707837
answer_traj_t04,1.4703935983462688,0.8865774072247746
answer_trough_pos,1.4476296406863647,3.061344392495425
answer_end,1.4094712135934317,1.5316136965792084
answer_traj_t02,1.3512293451318627,1.4289807373918135
answer_traj_t17,1.2819755393006271,1.7655266875635385
answer_zero_crossings,1.0033188957449446,0.6914264058264221
answer_time_negative,0.8466741919517518,1.0726139159568286
answer_traj_t16,0.7675680894044152,1.7144758231357635
answer_traj_t14,0.7573005727052273,1.5474164185716164
answer_mid_mean,0.6465391695196961,0.7032507007009616
answer_traj_t15,0.6259701858334413,0.8070569187522568
answer_traj_t13,0.4721101460927938,0.4568151268384524
reasoning_direction_changes,0.3148582673891446,0.24948056338238386
answer_max,0.22745308598887357,0.44419606459277083
reasoning_time_negative,0.1586427643895149,0.25019914852092096
answer_peak_pos,0.0015575887063499312,0.0034824010288119493
